iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
17,10200000,0.28474104970455333,14385,178.60684408250953,3359.3337538780033,340000,0.27485380116959063,513,377.209768846193,53.02089620100742
18,10800000,0.269733689327035,14607,173.38838471570077,3460.4394116930052,360000,0.30332681017612523,511,375.0673266386212,53.32375970800058
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.44541645225317944,13603,125.14106372257814,4794.589259126995,20000,0.847457627118644,354,393.2270013545486,50.86120721900079
19,11400000,0.2781804376337406,14487,175.6645496375089,3415.6009350670065,380000,0.3118712273641851,497,391.99958319649727,51.02046241200878
20,12000000,0.28156215316315203,14416,181.03491144460094,3314.2778661430057,400000,0.21731123388581952,543,390.7124298272463,51.18854296200152
2,1200000,1.2540739859640775,8407,128.9731997343055,4652.1292891549965,40000,2.265,200,400.5813035907347,49.927442496002186
21,12600000,0.27359593043239155,14547,180.57924868765596,3322.640914504009,420000,0.24214417744916822,541,390.40457977795336,51.22890723099408
3,1800000,2.150320354854608,6087,129.5420640637848,4631.700168869997,60000,2.6741573033707864,178,376.8315204163619,53.074116458999924
22,13200000,0.28414051132820617,14433,181.26524757164228,3310.066369797991,440000,0.27360308285163776,519,387.87262478682555,51.563319300999865
4,2400000,3.1017536704730833,4904,130.03949051720136,4613.9830109579925,80000,3.782608695652174,138,390.0746962255237,51.27223117399262
23,13800000,0.28221283666828223,14443,180.69413334680368,3320.5283917460038,460000,0.2627599243856333,529,380.7330016105575,52.530250636002165
24,14400000,0.2781306088637305,14486,179.1447233813761,3349.247405532995,480000,0.2656546489563567,527,387.10958640452833,51.66495664899412
5,3000000,3.624611283873834,4502,128.8757557814624,4655.646799987997,100000,4.945736434108527,129,359.1816230777211,55.68213604199991
25,15000000,0.2765237799406364,14487,171.24134527746816,3503.8267132730107,500000,0.287109375,512,353.1757621544103,56.62902764900355
6,3600000,4.461634904714143,3988,123.37424951282163,4863.251467541006,120000,4.850393700787402,127,363.8265133563351,54.97125488601159
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6679599931022591,11598,122.85743373772098,4883.709367402989,20000,1.4357976653696498,257,345.55658374950275,57.87764129100833
7,4200000,3.721549112938122,4622,123.64618641567971,4852.555646017994,140000,1.2686567164179106,268,381.92702194545404,52.366025054012425
2,1200000,2.3224922971585076,5842,121.36658920160714,4943.699942027,40000,3.233128834355828,163,286.4969731678012,69.80876544299826
8,4800000,4.5977988994497245,3998,118.43750707137417,5065.962758220005,160000,6.288288288288288,111,285.2701114622491,70.10899213199446
3,1800000,4.310667652131067,4059,111.8445367321153,5364.589255147002,60000,0.5681818181818182,396,357.8422797835893,55.89054488501279
9,5400000,5.522346368715084,3580,114.15238218515404,5256.132097416994,180000,5.024,125,362.80368161359047,55.12623221200192
4,2400000,4.7044814340588985,3905,124.41532885144817,4822.556878955002,80000,6.108108108108108,111,393.3008076648224,50.85166267200839
10,6000000,5.593163351078734,3569,125.67504858929607,4774.2173703929875,200000,5.091666666666667,120,395.1475022612226,50.61401093401946
5,3000000,5.770399549803039,3554,129.5852376047798,4630.157038643025,100000,8.568181818181818,88,402.1634256249159,49.731026556983124
11,6600000,6.284197755535335,3297,130.80779582982322,4586.882579847006,220000,6.305555555555555,108,398.3499875693571,50.20710587198846
6,3600000,6.3927601809954755,3315,130.63745158106607,4592.863629367988,120000,5.734513274336283,113,402.6502179974137,49.67090319600538
12,7200000,6.6423017107309485,3215,131.62597230182905,4558.370886135992,240000,7.67,100,411.7649088291123,48.571404632006306
7,4200000,6.249204052098408,3455,131.3459136880622,4568.090343677992,140000,9.689655172413794,87,361.4208358089281,55.337152755004354
13,7800000,6.621003134796238,3190,131.03911117907725,4578.785635840002,260000,2.957055214723926,163,391.57706747255025,51.07551402100944
8,4800000,7.577924217462932,3035,130.57604900393292,4595.023395002005,160000,9.670454545454545,88,399.4764452600975,50.06553011399228
14,8400000,6.160820451843044,3364,130.9495078851704,4581.918708133977,280000,7.393939393939394,99,396.0102651908181,50.503741337015526
9,5400000,7.566806858621805,3091,130.63551423177543,4592.931742401008,180000,7.536842105263158,95,397.802552202995,50.27619830300682
15,9000000,6.580786026200873,3206,130.87770556803872,4584.43244703798,300000,5.5964912280701755,114,400.22513955206114,49.97187338702497
10,6000000,8.239331436699858,2812,131.35098128073403,4567.914104255004,200000,7.118811881188119,101,393.1963994182261,50.865165676979814
16,9600000,4.146200085873765,4658,131.2052097650944,4572.98914482299,320000,6.929292929292929,99,398.2443207483014,50.22042740602046
11,6600000,8.531338028169014,2840,130.6631423210328,4591.960589206021,220000,0.2555970149253731,536,386.9465045720961,51.68673127598595
17,10200000,7.473949579831933,2975,132.31337500015283,4534.688953397999,340000,3.7337662337662336,154,396.36175030079045,50.458955701004015
12,7200000,6.349805663520266,3602,131.24846945412298,4571.481880859006,240000,8.590909090909092,88,387.1223058985856,51.66325911800959
18,10800000,7.177966101694915,3068,132.13487560757247,4540.814809422009,360000,8.571428571428571,91,399.6061642765032,50.049277984013315
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,7.355396152592109,3067,131.08289198753266,4577.256352088007,20000,10.48235294117647,85,399.02344116267994,50.12236860502162
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,9.37532419414598,2699,131.56177313688298,4560.595267865021,20000,8.263736263736265,91,406.68372367594816,49.17826516198693
2,1200000,5.011841469308845,4138,130.444935892,4599.6419554129825,40000,8.010526315789473,95,410.75314301396304,48.6910455590114
2,1200000,6.773845728504285,3617,130.48671535501134,4598.169234067987,40000,10.542168674698795,83,418.7324312719044,47.76319794301526
3,1800000,7.342357213601849,3029,130.83956022360033,4585.769005754992,60000,9.710843373493976,83,398.58543420479157,50.177448254980845
3,1800000,2.9772583701831965,6332,131.09669471666737,4576.77442819401,60000,0.6935933147632312,359,387.85670543737814,51.565435686992714
4,2400000,4.660714285714286,4368,130.73047920793917,4589.595354008023,80000,5.730434782608696,115,406.8224178046902,49.16149928001687
4,2400000,5.9747071352502665,3756,130.76836722941346,4588.265592912008,80000,0.340956340956341,481,387.91155205639717,51.55814487600583
5,3000000,7.95656634746922,2924,132.23097330420907,4537.514812203997,100000,5.890909090909091,110,404.09889960128106,49.49283459997969
5,3000000,7.028743891922966,3479,132.19002219142638,4538.920487744006,100000,11.7125,80,391.5582953104016,51.07796269300161
6,3600000,7.20096463022508,3110,132.91330992317697,4514.22058744001,120000,8.10752688172043,93,402.2749225907996,49.71724280298804
6,3600000,9.936067997043606,2706,132.06411030677987,4543.247961965011,120000,16.467532467532468,77,414.5455710849117,48.24560047200066
7,4200000,7.8734767025089605,2790,132.83026219684888,4517.042954495002,140000,8.118811881188119,101,404.64678281709433,49.42582234501606
7,4200000,11.983520900321544,2488,132.44820634579838,4530.072671829985,140000,14.126760563380282,71,383.7432964556646,52.118174270988675
8,4800000,6.835729580911594,3269,133.79087478838326,4484.610784921009,160000,5.512,125,377.12484317553015,53.03283610698418
8,4800000,7.0220862160723785,3758,133.70906788275315,4487.354593827011,160000,12.098765432098766,81,414.5145381522948,48.24921241399716
9,5400000,6.756053268765133,3304,133.2951408294214,4501.289366337995,180000,8.53763440860215,93,403.32924851524234,49.58727906201966
9,5400000,10.250181818181819,2750,132.8677586225737,4515.768206073,180000,0.28516377649325625,519,395.7221434247144,50.540512661013054
10,6000000,8.232736572890026,2737,129.17167692265153,4644.98111578502,200000,9.0,90,399.2813266406544,50.089995863992954
10,6000000,3.3523250277733694,6301,127.85353423319346,4692.869881138002,200000,5.991304347826087,115,401.22918423083985,49.84682267901371
11,6600000,8.525088339222615,2830,131.35705022664672,4567.703057923005,220000,7.787234042553192,94,402.5589829170133,49.682160500000464
11,6600000,1.5694429929982234,9569,129.986428734333,4615.866485772014,220000,0.29446640316205536,506,388.17566632981703,51.52306477399543
12,7200000,6.250145942790426,3426,131.62623302037096,4558.361857146985,240000,9.097826086956522,92,401.25907234641795,49.84310979698785
12,7200000,0.26676829268292684,15744,129.55004578647683,4631.414804661006,240000,0.29343629343629346,518,391.56157633333453,51.077534693991765
13,7800000,2.9619297669839186,6094,130.81455128198021,4586.645706612995,260000,8.954545454545455,88,406.9123087216144,49.15063902302063
13,7800000,0.2666751285143111,15757,129.53456153138097,4631.968433032016,260000,0.28875968992248063,516,392.29780489283746,50.981677058996866
14,8400000,4.013854930725346,4908,131.16624550808078,4574.347597401007,280000,0.0,0,406.63255583708553,49.184453416004544
14,8400000,0.2613801376349517,15839,129.66318562417283,4627.373584196001,280000,0.26640926640926643,518,389.18375391792114,51.38960657699499
15,9000000,4.501038961038961,3850,131.21787216145307,4572.547855841985,300000,8.25,72,397.95501420232165,50.256936805002624
15,9000000,0.2743351489907081,15605,130.2747361944019,4605.651237740007,300000,0.24577861163227016,533,393.1047035176023,50.877030524017755
16,9600000,5.707268503153004,3013,131.99948939922135,4545.472128194,320000,0.47415730337078654,445,387.39421222292424,51.62699743302073
16,9600000,0.2733900364520049,15637,130.36526723676081,4602.452882716985,320000,0.25464684014869887,538,391.50656541934444,51.084711640985915
17,10200000,5.58061144499608,3827,131.66418706234393,4557.047845636989,340000,8.728260869565217,92,399.323658714804,50.084685851994436
17,10200000,0.264483787042325,15759,130.58026152704284,4594.875159410993,340000,0.27884615384615385,520,395.8758540288773,50.520888800005196
18,10800000,7.124087591240876,2877,131.36614766340506,4567.386732975981,360000,6.9904761904761905,105,397.68776671365765,50.290709632012295
18,10800000,0.26981203962407924,15748,129.12697977314642,4646.588970438985,360000,0.22977941176470587,544,384.40071986260403,52.02903888199944
19,11400000,7.072679220350182,3027,130.95184958985556,4581.836773434014,380000,7.116504854368932,103,407.29460759055695,49.10450476699043
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6211435278336687,11928,205.8870336502112,2914.2194598779897,20000,1.5477178423236515,241,258.33624433758405,77.41848245600704
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6211435278336687,11928,203.36029042887688,2950.428516475018,20000,1.5477178423236515,241,265.5908184969854,75.30380798998522
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,2.394410480349345,5725,210.9878241864907,2843.7659960399615,20000,4.116788321167883,137,261.0028436789028,76.62751760898391
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,2.394410480349345,5725,210.68786415136063,2847.814715938992,20000,4.116788321167883,137,259.32113663770764,77.12444985902403
2,1200000,4.120076849183477,4164,207.45414253981272,2892.2054419079795,40000,3.8275862068965516,145,260.27662409026914,76.84132245799992
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6562258645842273,11653,119.26548374857803,5030.793328812986,20000,1.7260869565217392,230,341.3246145768233,58.59524671197869
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,3.808866772223479,4421,184.38014891465957,3254.146411811991,20000,3.9424460431654675,139,230.44747950019584,86.78767085401341
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.549438380003164,12642,267.4419617176558,2243.477411496977,20000,1.3102189781021898,274,370.638710339369,53.96090435801307
3,1800000,4.944762897342366,3838,204.42965098512445,2934.99498291302,60000,7.252427184466019,103,262.0654942514042,76.31680033699377
2,1200000,1.9215445908673001,6526,269.0621720144173,2229.9678751119645,40000,2.822857142857143,175,370.5762328176413,53.97000192897394
2,1200000,4.774234371045305,3951,181.75995161728235,3301.057216737012,40000,6.330188679245283,106,224.03517104164942,89.271697417018
3,1800000,3.4733163913595932,4722,270.58769301575234,2217.395748169045,60000,4.393939393939394,132,369.2809825133296,54.159301310020965
4,2400000,5.747791393559418,3509,203.18012356912058,2953.0447637309553,80000,6.285714285714286,105,248.241021601166,80.56686147599248
2,1200000,2.2182153639718214,5962,113.694015147612,5277.322638496,40000,3.3205128205128207,156,342.6542534258999,58.367873155046254
3,1800000,6.063095238095238,3360,180.4265635205241,3325.4526844199863,60000,7.107843137254902,102,225.43376410974443,88.71785501600243
4,2400000,4.28284244974287,4278,269.3775377342199,2227.357206717017,80000,4.511811023622047,127,364.7388552380645,54.83375218400033
5,3000000,5.79804469273743,3580,201.56573228470438,2976.696451322001,100000,7.447916666666667,96,256.4954295320791,77.97409894003067
5,3000000,4.700492610837438,4060,271.86722474230817,2206.959667788993,100000,0.5591133004926109,406,359.7434341802962,55.59517728397623
4,2400000,6.703795124961432,3241,180.48162525312225,3324.4381479749572,80000,7.398148148148148,108,226.74978938458122,88.20294851996005
3,1800000,3.1897456600726684,4954,115.86098166236317,5178.620027132973,60000,2.808988764044944,178,354.4098675292283,56.431837351003196
6,3600000,7.078880407124682,3144,200.24037375016428,2996.398722011014,120000,8.094736842105263,95,261.818440079099,76.38881353795296
6,3600000,5.435617168754999,3751,271.1292990719772,2212.966293402016,120000,7.793478260869565,92,370.7560528145961,53.94382599601522
5,3000000,6.555455635491607,3336,181.21500709278533,3310.984060458024,100000,7.285714285714286,98,228.9650601241995,87.34957197902258
7,4200000,6.981967731730465,3161,272.83443992649376,2199.1358574879705,140000,5.3931623931623935,117,372.35235683502003,53.71256454504328
7,4200000,6.439147504206394,3566,201.71162739765717,2974.54344968003,140000,11.265822784810126,79,257.7987930700421,77.57988220901461
4,2400000,4.2227283625029965,4171,114.43316936169606,5243.2350108519895,80000,4.604651162790698,129,342.0878995440263,58.46450583799742
8,4800000,6.8157330884603615,3267,270.98134175680633,2214.174585268949,160000,8.440860215053764,93,371.041516353025,53.902323913993314
6,3600000,6.264374295377678,3548,166.02511046813407,3613.9111626440426,120000,10.0,83,107.59541446465452,185.8815275679808
9,5400000,7.771560236998025,3038,271.8562716341535,2207.0485863480135,180000,13.942857142857143,70,354.05758138488096,56.48798684601206
8,4800000,7.696748506967485,3014,155.88585303164245,3848.9701812659623,160000,7.707070707070707,99,113.42905921509931,176.32165988499764
10,6000000,8.176061007957559,3016,275.73387956990524,2176.0111631399486,200000,9.658823529411764,85,368.62555635585403,54.25559800496558
5,3000000,4.5541605120630235,4062,115.76860960720876,5182.752060647006,100000,6.2272727272727275,110,362.2135234541477,55.21604994003428
11,6600000,9.477112020841087,2687,278.6361551653512,2153.3458199060406,220000,9.553191489361701,94,363.64691553945414,54.99840407096781
7,4200000,5.068867924528302,4240,109.82686656356846,5463.144117406977,140000,9.022222222222222,90,228.21291681945775,87.63745838199975
9,5400000,7.296658259773014,3172,128.80020791812797,4658.37757328304,180000,8.268817204301076,93,261.20482471707874,76.56826408801135
12,7200000,4.701698513800425,4710,271.79774137303684,2207.5238630350213,240000,15.775,80,373.4402672904669,53.556088488025125
10,6000000,7.622611963670529,3193,207.2495411584636,2895.0606917929836,200000,9.107142857142858,84,260.9067170929142,76.6557496979949
6,3600000,5.18586870551015,3793,115.0940133612425,5213.129531914019,120000,6.371681415929204,113,352.36060412407926,56.760034367966
8,4800000,7.400062169723345,3217,181.11958527908283,3312.7284334020223,160000,9.116279069767442,86,226.9526477138149,88.12410959496628
13,7800000,6.876888002279852,3509,274.1369032317937,2188.687451147998,260000,7.267326732673268,101,371.59003885501727,53.82275601796573
11,6600000,6.713916786226686,3485,201.46699088181902,2978.155366165971,220000,10.506024096385541,83,259.49164415255217,77.07377270399593
14,8400000,8.699567962778332,3009,268.2057205016313,2237.0887499260134,280000,10.321428571428571,84,368.44109708852955,54.28276095702313
9,5400000,9.028561099060015,2766,178.9520823679527,3352.8528534600046,180000,8.182795698924732,93,227.19111137021963,88.03161303000525
7,4200000,5.096042216358839,3790,114.42596167709763,5243.56528191705,140000,5.891891891891892,111,355.2833824747396,56.293091617990285
15,9000000,6.330747349366434,3867,273.23860378854425,2195.882981689996,300000,12.72,75,360.1379348176181,55.53427747101523
12,7200000,6.128165374677002,3870,206.4524148367212,2906.2387111069984,240000,0.2570356472795497,533,254.6325930679293,78.54454042599536
10,6000000,6.2688369650826985,3809,181.21025268315265,3311.07093067799,200000,11.789473684210526,76,221.27601482474626,90.38485267298529
16,9600000,8.976813514408745,3019,273.78673960314745,2191.4867055639625,320000,10.081395348837209,86,368.501544879954,54.273856589978095
13,7800000,0.9707116788321168,10960,201.87396960377953,2972.1513931569643,260000,10.083333333333334,84,260.60813119519077,76.74357629701262
17,10200000,10.19588828549263,2578,272.0550907906621,2205.435664726014,340000,11.240506329113924,79,367.5804097177506,54.409863723034505
11,6600000,9.726401179941004,2712,180.5370697828019,3323.417183639016,220000,11.755555555555556,90,227.53918656922153,87.89694778097328
8,4800000,0.2612868632707775,18650,114.99394989709495,5217.665803609008,160000,0.0049504950495049506,808,334.5382667669343,59.783893165003974
14,8400000,6.861680623736644,3463,201.99069393083678,2970.4338765499997,280000,11.9625,80,244.60805964643558,81.7634546830086
18,10800000,7.496776002242781,3567,272.84145010110257,2199.0793546129717,360000,9.48421052631579,95,354.1765096626534,56.46901884896215
12,7200000,3.2484046692607005,6425,180.14099943690414,3330.7242764030234,240000,0.28076923076923077,520,220.96510737621483,90.5120280639967
19,11400000,3.370501855736647,6197,270.81775271719636,2215.512070313038,380000,0.8494318181818182,352,358.22096431784377,55.83146156196017
15,9000000,8.91571524513096,2978,201.71440140987724,2974.5025432310067,300000,12.283950617283951,81,261.69807229311533,76.42394850199344
9,5400000,0.0,24387,115.55500113668158,5192.3326043699635,180000,0.0,813,339.3498136668396,58.93623392301379
20,12000000,8.207930065563534,3203,272.89846005471594,2198.6199551280006,400000,9.842696629213483,89,367.7025106059733,54.39179614803288
13,7800000,1.473089777572894,8677,179.93342491734757,3334.566661394958,260000,11.328947368421053,76,227.98705410589312,87.72427925100783
16,9600000,3.3556527590847915,5944,201.6044352770492,2976.125000303029,320000,16.728571428571428,70,262.0744565638759,76.3141904870281
21,12600000,5.89735401459854,4384,276.15312688315294,2172.7076088979957,420000,16.136986301369863,73,366.7570073088869,54.532018752011936
14,8400000,5.355162523900574,4184,181.5061953617999,3305.6722874059924,280000,5.352941176470588,119,221.7459204164602,90.19331657799194
17,10200000,8.054505356017643,3174,204.1593287346629,2938.881136211974,340000,15.164383561643836,73,260.71388337576496,76.71244715101784
22,13200000,12.079073482428115,2504,274.099837669795,2188.9834196940064,440000,15.383561643835616,73,363.9581150709122,54.951378116966225
10,6000000,0.1564902989254978,19637,114.44950760202723,5242.486512798001,200000,2.7085714285714286,175,351.43719636625616,56.90917241200805
23,13800000,3.4257223618090453,6368,275.79374374887846,2175.538835088024,460000,9.806818181818182,88,362.8442385044158,55.1200704810326
15,9000000,8.559620596205962,2952,181.05077250855814,3313.987516798021,300000,26.181818181818183,33,232.27924098318468,86.10326052102027
18,10800000,5.665538253215979,4431,203.54190660388124,2947.7959109800286,360000,0.2630597014925373,536,256.1386228555209,78.08271855697967
24,14400000,9.307213114754099,3050,278.30982729404485,2155.8706921479898,480000,17.542857142857144,70,365.95738975464565,54.65117131097941
11,6600000,1.0141489361702127,9400,114.8789835417557,5222.887437734986,220000,2.083743842364532,203,352.1779055057317,56.789479655970354
19,11400000,2.221142784098172,7823,201.61213917893858,2976.011278107995,380000,0.290448343079922,513,258.2329260069932,77.44945739203831
16,9600000,9.205307262569832,2864,182.34220272555226,3290.5163534909952,320000,0.486,500,221.3343474186664,90.36103177501354
25,15000000,8.642137404580152,3275,272.2402113584515,2203.9359909620252,500000,13.586666666666666,75,368.37092539945553,54.293101385002956
26,15600000,8.936372269705602,3159,270.3120072804583,2219.6572251319885,520000,17.338028169014084,71,374.67784210227427,53.37919074099045
20,12000000,2.638928673732455,6982,200.84619001257659,2987.360626370006,400000,10.5625,80,258.1392351435011,77.4775674410048
17,10200000,6.306107249255214,4028,180.74878990112816,3319.5242984929937,340000,15.219178082191782,73,222.9390343638562,89.71062450803583
