iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
17,10200000,0.4613234627587249,13238,189.525596226999,3165.799300699029,340000,0.5382775119617225,418,279.9986710540928,71.42891044699354
8,4800000,0.7574878322725571,10684,72.8942297685653,8231.104188973026,160000,0.5785536159600998,401,171.51506924868835,116.60782978200587
25,15000000,1.8871359223300972,6592,73.01086366681805,8217.955107860034,500000,1.5714285714285714,245,180.27223261473276,110.94332005496835
18,10800000,0.4366040258486221,13463,185.61399928988695,3232.514801121957,360000,0.4175824175824176,455,292.5458432009454,68.36535354994703
9,5400000,4.074733096085409,4215,84.06026643485755,7137.736120131973,180000,3.2516129032258063,155,278.88436849413443,71.71430979797151
19,11400000,0.462138421929426,13206,182.82700087209048,3281.7909670780646,380000,0.5274463007159904,419,287.40793619583405,69.58750083495397
26,15600000,2.9584905660377356,5035,68.48633468975129,8760.87182527798,520000,2.7065217391304346,184,178.29304906379764,112.17487223993521
20,12000000,0.4854977183076804,12929,194.91085074187487,3078.330414731987,400000,0.5264423076923077,416,294.59950912719313,67.88877571199555
9,5400000,0.8370239149689991,10161,69.5461196340241,8627.368473718001,180000,0.6288659793814433,388,176.8878216186542,113.06600882404018
26,15600000,1.9265467845169155,6562,69.73993634956238,8603.39184986602,520000,1.8545454545454545,220,181.25381392023544,110.3425057240529
10,6000000,4.019617111793902,4231,87.63442119659973,6846.6247829030035,200000,3.801418439716312,141,297.3112235061348,67.26957618398592
21,12600000,0.5541463414634147,12300,197.3546369623933,3040.212326576002,420000,0.5703703703703704,405,291.3877500525941,68.63706520397682
22,13200000,0.5761157024793389,12100,197.6620072526622,3035.484706138028,440000,0.5408653846153846,416,289.3661197452219,69.11659187194891
27,16200000,2.8720296065446047,5134,70.62792138188172,8495.223818860948,540000,1.9617224880382775,209,179.0905305043643,111.67536297801416
11,6600000,4.397679585287583,4051,88.30578790962473,6794.571615329012,220000,3.4726027397260273,146,306.47797576688663,65.25754403707106
23,13800000,0.5571230530865204,12263,197.25246446828996,3041.7870905559976,460000,0.4665127020785219,433,297.3182130390033,67.26799477089662
10,6000000,0.8402274063909038,10202,70.47341212957812,8513.84915061004,200000,0.7796610169491526,354,174.0225133663033,114.9276585719781
27,16200000,1.9319467808533415,6539,70.38873118151741,8524.091710826964,540000,1.944700460829493,217,174.41287467648164,114.67043380311225
24,14400000,0.5999831394368572,11862,198.0271998043148,3029.8868064230774,480000,0.634020618556701,388,300.3411582558066,66.59093983704224
28,16800000,2.8719797349961027,5132,71.49408600628726,8392.30254579708,560000,2.8392857142857144,168,184.67730519022896,108.29701017891057
25,15000000,0.6561953097654882,11428,203.7478864665931,2944.8158231490524,500000,0.6596306068601583,379,312.68378130948724,63.96238370996434
12,7200000,4.591894682498709,3874,89.560234163379,6699.401867412031,240000,3.5472972972972974,148,304.74638315192686,65.62834247003775
11,6600000,0.8079003283755071,10354,73.03571929425236,8215.158360838075,220000,0.8830769230769231,325,183.0686648531726,109.24862545996439
28,16800000,1.9163608562691132,6540,73.8641402706221,8123.021506806021,560000,1.545816733067729,251,182.2751586635417,109.72422214108519
26,15600000,0.7178408051235132,10930,216.56865567223917,2770.484021048993,520000,0.47685185185185186,432,306.08761657299215,65.34076818893664
27,16200000,0.5650775321676015,12124,176.81509275938762,3393.3754785089986,540000,0.6103896103896104,385,224.12875896942322,89.23442083899863
13,7800000,4.502772177419355,3968,81.64732148722582,7348.679528867011,260000,4.89344262295082,122,136.79656099615534,146.20250578201376
29,17400000,2.892605633802817,5112,70.98811368705441,8452.119218789972,580000,3.3205128205128207,156,141.4541912854063,141.38852881104685
28,16800000,0.6601232394366198,11360,106.3365631678104,5642.4618412120035,560000,0.7591036414565826,357,189.34568247720551,105.6269133699825
12,7200000,0.8209828393135725,10256,62.13100081488385,9657.014890001039,240000,1.029126213592233,309,132.66489110067278,150.75578650890384
29,17400000,2.0547901821060965,6315,62.11716170572312,9659.166380499955,580000,2.2524271844660193,206,135.23224912472025,147.8937171380967
29,17400000,0.7061165399927615,11052,123.29599695756956,4866.338038585964,580000,0.717391304347826,368,191.40816288614516,104.48875167302322
14,8400000,4.722988804998698,3841,66.79979308889824,8982.063749830937,280000,5.07258064516129,124,198.5406399155577,100.73504350800067
30,18000000,2.8518447715541964,5231,56.60214986082945,10600.30407811806,600000,3.664473684210526,152,157.2585704553692,127.17907801200636
30,18000000,0.6761996666374244,11399,127.43666005208303,4708.221321515972,600000,0.7799442896935933,359,240.61949746636492,83.11878384999
13,7800000,0.8254045622928446,10258,52.81575177119916,11360.247272428009,260000,1.1408450704225352,284,132.66999230048128,150.74998990504537
30,18000000,1.9024242424242424,6600,52.87532311864661,11347.448386342032,600000,1.434108527131783,258,133.38122879424557,149.946136954939
15,9000000,4.634952938183669,3931,76.97554842759054,7794.683016314055,300000,4.461538461538462,130,279.3493756068662,71.59493360796478
31,18600000,0.8004626951995373,10374,182.625461650898,3285.4126394869527,620000,0.8928571428571429,336,279.81452769484395,71.47591715399176
32,19200000,0.8089387636645061,10337,202.17675393920786,2967.7002341249026,640000,0.7636887608069164,347,303.07606362190626,65.99003484798595
31,18600000,2.942699071329777,5061,56.49627334507833,10620.16951693804,620000,3.815068493150685,146,164.90054721795929,121.28522517008241
33,19800000,0.7600596125186289,10736,206.17857599302883,2910.0986710679717,660000,0.6227390180878553,387,290.49722751454857,68.8474729040172
16,9600000,4.425788954635109,4056,93.26617215408248,6433.200657241046,320000,3.948905109489051,137,325.73404434946787,61.39978410897311
31,18600000,1.9332722553061537,6549,67.97411521371028,8826.889443335938,620000,1.83710407239819,221,199.17945149612513,100.41196443594526
14,8400000,0.9318604170968408,9686,67.28461854115238,8917.342670717975,280000,0.8760806916426513,347,190.53226146414772,104.96909996401519
34,20400000,0.7038102084831057,11128,235.55914464255753,2547.1310014750343,680000,0.7855072463768116,345,340.53201490201894,58.7316291120369
35,21000000,0.7152922048595429,11071,235.52085081889015,2547.5451447879896,700000,0.8224852071005917,338,335.6513341801896,59.585641299025156
32,19200000,2.7698062535967773,5213,76.78344497240502,7814.184427588945,640000,2.2039800995024876,201,192.29582898084206,104.00641608296428
17,10200000,4.458364779874214,3975,100.02763181069442,5998.342549341964,340000,4.159420289855072,138,339.36787459301496,58.93309737695381
36,21600000,0.8828203580768457,9942,235.8843371522148,2543.6195011660457,720000,0.9090909090909091,330,331.95238687839145,60.24960443296004
32,19200000,1.9457020495564392,6538,78.30350149534925,7662.492590266047,640000,1.8642533936651584,221,194.1091313267365,103.03482305700891
15,9000000,0.9591386554621849,9520,76.88627656133802,7803.733342729043,300000,1.0032679738562091,306,192.30493348066074,104.00149199506268
37,22200000,0.9276227736023885,9713,235.65349637746937,2546.1111726469826,740000,0.8839285714285714,336,324.7950640978532,61.577290454064496
18,10800000,4.6159734626180144,3919,99.02907501802038,6058.826661673025,360000,2.8636363636363638,176,329.56644276066487,60.68579019291792
38,22800000,0.8622016176760702,10138,234.19142205725416,2562.006732481066,760000,0.8554913294797688,346,333.6386803992001,59.94508782995399
33,19800000,2.925523508494666,5062,78.17672686942625,7674.918406371027,660000,2.775147928994083,169,192.99807736017695,103.62797533301637
39,23400000,0.9142916150351095,9684,235.1741433315132,2551.3008849540493,780000,0.8892215568862275,334,331.4284525446055,60.34484923200216
33,19800000,1.9582181259600615,6510,78.79853975263796,7614.354300009902,660000,2.118811881188119,202,207.84999147632936,96.2232418579515
16,9600000,0.9649271075427847,9466,78.81363852235603,7612.895575552015,320000,0.9090909090909091,319,99.68286192987824,200.6362940709805
40,24000000,0.9258875892764724,9661,154.86463652561966,3874.3512622440467,800000,1.3968253968253967,252,188.1731283946649,106.28510122897569
19,11400000,4.991941982272361,3723,85.69907461085738,7001.242460603942,380000,6.851485148514851,101,189.10917071923438,105.75901699496899
34,20400000,3.013215859030837,4994,72.0830458830564,8323.732614925946,680000,2.569060773480663,181,210.32575557400313,95.09058909793384
34,20400000,1.995473700639925,6407,66.82902423945997,8978.134976953967,680000,1.9504504504504505,222,194.16001311341688,103.00782163790427
17,10200000,1.0421237384817903,9116,67.4602833043919,8894.12215025397,340000,0.8299120234604106,341,191.40520083844083,104.49036866496317
20,12000000,5.195342465753424,3650,70.66825178242628,8490.37559111102,400000,3.950354609929078,141,207.30175388019745,96.47771726793144
35,21000000,2.7659168890583303,5246,70.6827429435094,8488.634920118027,700000,2.0483091787439616,207,237.3607622616306,84.25992489000782
35,21000000,2.017168721710629,6407,77.16090392593394,7775.958671711967,700000,2.6630434782608696,184,236.41694034290578,84.59630672400817
18,10800000,0.9769775055444081,9469,76.92342732115254,7799.964469796978,360000,0.9745222929936306,314,229.25663635304676,87.23847788292915
21,12600000,5.3100968188105115,3615,87.27087622187385,6875.145821552025,420000,5.024193548387097,124,317.793580475751,62.933933309977874
36,21600000,2.950179354324432,5018,84.00003476778525,7142.8541864140425,720000,2.6666666666666665,177,168.34026342445256,118.80699004000053
22,13200000,4.596766043456291,3958,76.94930433093006,7797.341447293991,440000,0.26577437858508607,523,326.1408447241455,61.3231992359506
36,21600000,2.000622568093385,6425,60.49091678220182,9918.844545872998,720000,2.373056994818653,193,163.6311254326649,122.22613483294845
19,11400000,1.0127581360147042,9249,59.95854206738379,10006.91443307104,380000,0.7953890489913544,347,163.37958911131773,122.41431202506647
23,13800000,1.2261250140276063,8911,76.31643227464926,7862.002744582016,460000,4.5234375,128,97.16379350238512,205.83799045998603
37,22200000,2.968508615567439,5049,44.37580388098267,13520.881821301067,740000,3.4834437086092715,151,135.18260651597106,147.94802760099992
37,22200000,2.1300564061240936,6205,48.26114779086419,12432.360759426025,740000,2.0288461538461537,208,88.65146168762624,225.60259717400186
20,12000000,1.0226877985236649,9212,47.92669003046456,12519.120340224006,400000,0.9015384615384615,325,65.57759045804796,304.9822334169876
24,14400000,4.18026159334126,4205,73.7959417320879,8130.528399221017,480000,5.7043478260869565,115,353.2906088779412,56.61061884299852
38,22800000,3.147811725846408,4844,47.48017897060723,12636.852114045992,760000,3.1341463414634148,164,201.8255218250171,99.09549505508039
25,15000000,4.813599369913363,3809,81.47876460735043,7363.881900902954,500000,5.655172413793103,116,384.77380803928133,51.978589971899055
38,22800000,2.060908084163898,6321,47.74912216335845,12565.676033735042,760000,1.981651376146789,218,199.31561623689,100.34336685505696
21,12600000,1.002039064176862,9318,48.79775647032279,12295.647246915963,420000,1.0955631399317407,293,200.624194044005,99.68887399300002
26,15600000,5.340277777777778,3600,84.6972716718689,7084.053454809007,520000,4.048951048951049,143,343.7484114558143,58.18208705401048
39,23400000,3.0831295843520783,4908,66.74227250606205,8989.804773960961,780000,1.706140350877193,228,196.6933419310027,101.68112353805918
39,23400000,2.0371473354231977,6380,79.0093608768348,7594.036875394057,780000,2.018348623853211,218,199.0557531952115,100.47436298104003
22,13200000,1.0393632101188528,9171,78.81994906324726,7612.28606629197,440000,0.8236994219653179,346,197.19141688448187,101.424292781041
27,16200000,3.911868910540301,4516,99.21462508619643,6047.495512669906,540000,6.203703703703703,108,357.48871563351855,55.94582185498439
40,24000000,2.853686858912328,5167,80.11181134265132,7489.532316697994,800000,2.7674418604651163,172,214.9617198419387,93.03982129797805
40,24000000,2.0027825011593756,6469,82.89053802809265,7238.461883268901,800000,2.077294685990338,207,236.8725591891993,84.43358769989572
23,13800000,1.0134640241275312,9284,83.55810912537582,7180.631614098907,460000,0.9776357827476039,313,232.58228894052021,85.99107047705911
28,16800000,4.44952285283777,3982,104.01996029219504,5768.123716973001,560000,6.008695652173913,115,367.0821992132321,54.48370976001024
41,24600000,2.9735059760956175,5020,88.33630319236256,6792.224468500004,820000,2.5649717514124295,177,277.2580865717967,72.13495644903742
41,24600000,2.1693223885401576,6213,94.61464197820366,6341.5131892400095,820000,2.641711229946524,187,276.5913228833083,72.30884827300906
24,14400000,1.062846990894959,9006,94.60934651450094,6341.868135703029,480000,0.9616613418530351,313,276.7126329550825,72.27714826900046
29,17400000,4.433227150208282,4081,110.39745675056119,5434.907810926088,580000,0.36325678496868474,479,370.8316582049418,53.932827895041555
42,25200000,2.770575936133815,5261,100.46345929216068,5972.320724644,840000,3.7094594594594597,148,303.72182248573756,65.84972998092417
30,18000000,4.518555170707571,4042,112.77066907034556,5320.53241278301,600000,6.5754716981132075,106,380.92221432879103,52.504157667048275
42,25200000,2.1136619039974316,6229,102.97157408351934,5826.850811403012,840000,2.6448087431693987,183,304.1935722929971,65.74760883091949
25,15000000,1.0685452309068546,8943,103.18910109051522,5814.567562456941,500000,1.168421052631579,285,301.2235254121973,66.39587652601767
43,25800000,3.0925812385039855,4893,106.33345250963835,5642.626904695062,860000,2.8273809523809526,168,310.41469435687793,64.42993957304861
31,18600000,4.487047898338221,4092,115.01830063150575,5216.561162056052,620000,5.660869565217391,115,386.61503234338994,51.731045941938646
43,25800000,2.2113046335852777,6086,104.31501982267079,5751.808330381988,860000,1.9348837209302325,215,308.1203542901517,64.90970077610109
26,15600000,1.0664006207737502,9021,105.70711641716858,5676.060612912057,520000,1.2299651567944252,287,297.38279047175536,67.25338735396508
44,26400000,3.2075353871773524,4804,105.75157048694355,5673.674605845008,880000,4.223076923076923,130,306.82874954821926,65.18294009100646
32,19200000,1.1583614864864864,9472,113.50895161149998,5285.92671751196,640000,6.083333333333333,108,387.54615799364655,51.606755963061005
44,26400000,2.2402327514546965,6015,104.28844961916884,5753.273753623012,880000,1.7982456140350878,228,307.0349503274765,65.13916405499913
27,16200000,1.059835701598579,9008,104.73858526488192,5728.547874526004,540000,1.0064516129032257,310,297.27546716236645,67.27766738005448
45,27000000,3.328367737816557,4699,106.60316301478693,5628.35082029202,900000,3.1604938271604937,162,297.95493681267595,67.12424440402538
33,19800000,4.553244800801804,3991,116.1367873851469,5166.321658357978,660000,6.222222222222222,108,392.81745733880825,50.91423414705787
45,27000000,2.1469209633101665,6187,108.23023516529645,5543.737376932055,900000,2.3045685279187818,197,337.8875274920227,59.19129406299908
28,16800000,1.184132971826005,8483,107.74837303584248,5568.529557290021,560000,1.2734082397003745,267,331.56067550319915,60.32078433199786
46,27600000,3.1081244947453515,4948,110.51621322255338,5429.067668032949,920000,3.6950354609929077,141,330.8369503339556,60.45273957401514
34,20400000,1.673881673881674,7623,120.55332165294882,4977.050750433002,680000,2.3622448979591835,196,399.05481264231486,50.11842826195061
46,27600000,2.042924528301887,6360,111.62177085821722,5375.295476741041,920000,1.8847926267281105,217,325.9636613976322,61.356532547972165
29,17400000,1.1476113172541744,8624,112.41844171561065,5337.202605225961,580000,1.2555555555555555,270,336.13703968058525,59.49954226706177
47,28200000,2.9421634425582313,5066,113.52556299174607,5285.153265821049,940000,2.0738916256157633,203,337.36719050185,59.28258752799593
35,21000000,4.34232466895537,4078,121.59097243333512,4934.576868599048,700000,5.378151260504202,119,414.72512192766925,48.22471305099316
47,28200000,2.0983711274353243,6262,111.81144739168916,5366.176845006994,940000,2.314720812182741,197,320.71783196560676,62.360112243914045
30,18000000,1.163277232351566,8556,113.14430740051404,5302.962330010021,600000,1.2943396226415094,265,320.48883572912837,62.404669899027795
36,21600000,4.580781677869057,4017,121.53582880503564,4936.815800733981,720000,5.100840336134453,119,401.3435852814132,49.83261408295948
48,28800000,3.0331782318430105,4943,112.85774326356936,5316.42741250596,960000,3.4705882352941178,153,334.3663166121399,59.81463743909262
48,28800000,2.180503041262535,6083,104.44873212175166,5744.4450287879445,960000,2.4343434343434343,198,327.96151253835194,60.98276546294801
31,18600000,1.1775854000935893,8548,104.05415018012603,5766.228439340019,620000,1.0753424657534247,292,322.20001434088636,62.07324366795365
37,22200000,4.91664447403462,3755,120.56147914787162,4976.713990578079,740000,5.601769911504425,113,391.99143832292395,51.021522524999455
49,29400000,3.1317193270414445,4874,101.95337323783026,5885.043142225011,980000,4.4148148148148145,135,308.1935956704421,64.8942751600407
49,29400000,2.294304326039753,5987,107.3429242244952,5589.5626501209335,980000,1.9904761904761905,210,308.0631461167035,64.92175468604546
32,19200000,1.1884965158852014,8467,106.28182431856308,5645.367906008032,640000,1.0293159609120521,307,306.4652122125454,65.26026186009403
38,22800000,4.927012987012987,3850,116.65507898865964,5143.367997361929,760000,5.547826086956522,115,346.8545305201653,57.66106030100491
50,30000000,3.3234667802385007,4696,104.72449698863491,5729.318519096007,1000000,3.0479041916167664,167,328.49225102966886,60.884236804093234
50,30000000,2.198490813648294,6096,108.03859652907678,5553.570846679038,1000000,2.21,200,328.5737879681225,60.86912813002709
33,19800000,1.148617243783407,8606,108.13060870758515,5548.845115841017,660000,1.1393728222996515,287,329.5706393884767,60.68501744302921
39,23400000,2.5326649958228904,5985,118.02778731492626,5083.548659597058,780000,0.5218390804597701,435,384.94949870526716,51.954866981948726
51,30600000,3.0466746794871793,4992,108.26799788054574,5541.8037808549125,1020000,4.056737588652482,141,305.4922777147683,65.4681033170782
51,30600000,2.1800753727674915,6103,106.58601221713286,5629.256480462966,1020000,2.107476635514019,214,300.61727919855633,66.52977517899126
34,20400000,1.2309635510645975,8313,105.34456420960171,5695.595254504005,680000,1.138047138047138,297,305.682072995109,65.4274547540117
40,24000000,4.713734567901234,3888,116.5065867393944,5149.923423146014,800000,4.5396825396825395,126,398.70731310328495,50.16210975497961
52,31200000,3.132638463110566,4893,104.70969394888806,5730.128485456924,1040000,3.433333333333333,150,299.808254717867,66.70930398104247
41,24600000,5.5186335403726705,3542,114.30379857157077,5249.169384552981,820000,7.431578947368421,95,348.6524560592848,57.363714645965956
52,31200000,2.230516277540283,6082,100.20785845476114,5987.554362025112,1040000,2.4041450777202074,193,302.63505294372436,66.08619789895602
35,21000000,1.2121644095984794,8418,99.81675984375904,6011.014592531021,700000,1.484,250,290.44324481047204,68.86026911402587
53,31800000,2.9531496062992124,5080,102.34124442559114,5862.7389511199435,1060000,2.8011049723756907,181,310.7064735634924,64.36943450395484
42,25200000,5.685122089721749,3522,119.4379495465271,5023.528972810018,840000,6.052173913043478,115,398.14894173845835,50.232458016020246
53,31800000,2.1603896103896103,6160,105.39238484249975,5693.010940938955,1060000,1.8222222222222222,225,307.2075288286153,65.1025711389957
36,21600000,1.1101790977102697,8822,106.62075209604535,5627.422318870085,720000,1.2517985611510791,278,307.89918122508215,64.9563273290405
54,32400000,3.28380355276907,4785,109.05031565256996,5502.047347681015,1080000,4.0,143,337.37653743303434,59.280945118982345
43,25800000,4.043933987511151,4484,121.81927846607974,4925.328794875997,860000,6.871559633027523,109,409.7141762103862,48.814517928054556
54,32400000,2.2452361226180613,6035,112.52235558641819,5332.273723501945,1080000,2.2626262626262625,198,334.3826799740994,59.811710348003544
37,22200000,1.1273472174803687,8787,113.1277483602694,5303.738549530972,740000,1.0159744408945688,313,331.8776728517582,60.26316813705489
55,33000000,1.2368362586091979,9002,113.55978409036204,5283.560591508052,1100000,3.289308176100629,159,335.8225782994261,59.555257127969526
44,26400000,3.0234217749313816,5465,121.1898941385519,4950.907864595065,880000,4.629032258064516,124,403.2972402233435,49.59121463098563
55,33000000,2.195716154349248,6116,113.85028846857288,5270.078873499064,1100000,2.138095238095238,210,336.1829883445789,59.49141001596581
38,22800000,1.1522795649155289,8642,112.68270529483833,5324.685792997945,760000,1.0745762711864406,295,329.28654098908413,60.73737462796271
56,33600000,3.255799373040752,4785,112.39173647485379,5338.470770351007,1120000,3.576158940397351,151,338.75622137536214,59.039506105007604
45,27000000,5.148,3750,123.834918681442,4845.160043617943,900000,7.925531914893617,94,408.52275402475647,48.95688135595992
56,33600000,2.1163730402456764,6187,114.39113675706969,5245.161618370912,1120000,2.2797927461139897,193,337.83295571186613,59.20085551706143
39,23400000,1.2418711471050405,8273,112.83846236140676,5317.33583960298,780000,1.1211072664359862,289,330.9067339727886,60.4399909300264
46,27600000,5.298635268932299,3737,123.59599789291615,4854.526119202026,920000,6.6454545454545455,110,401.05908268763085,49.867964255972765
57,34200000,2.6744358120606733,5406,112.65267839602615,5326.105056204018,1140000,3.0875,160,339.67448507295563,58.87990084302146
57,34200000,2.1420984872867717,6214,113.68024144314731,5277.962048489018,1140000,2.4455958549222796,193,326.10270413640313,61.3303715250222
40,24000000,1.1849581515973122,8483,113.96961208099641,5264.561219824012,800000,1.068259385665529,293,329.76847476185355,60.648611164069735
47,28200000,5.510290386241895,3547,123.73787307537387,4848.960024022032,940000,4.013986013986014,143,404.9707847969401,49.3862785929814
58,34800000,3.0679336837848767,4946,113.25618269227667,5297.724024746916,1160000,3.5033557046979866,149,338.8846522711249,59.01713124499656
58,34800000,2.2028317418505106,6074,112.79818108525943,5319.234709525015,1160000,2.0913461538461537,208,335.0815048619979,59.68697081098799
41,24600000,1.1863149216817808,8491,113.32958918424356,5294.292552535073,820000,0.9583333333333334,312,334.6687207268063,59.76058938691858
48,28800000,5.3942254303164905,3602,123.64562372808773,4852.577729070908,960000,7.019607843137255,102,408.5554994224282,48.95295750093646
59,35400000,2.710288974783729,5433,113.19063008453954,5300.792119911988,1180000,2.730769230769231,182,335.8040962353744,59.55853494408075
59,35400000,2.201560684044496,6023,112.63012686238457,5327.171483461978,1180000,1.7831858407079646,226,329.41672350891497,60.71337176498491
42,25200000,1.2818561257058678,8146,112.89444243575726,5314.699174332083,840000,1.0962199312714778,291,333.57877105269523,59.95585371600464
49,29400000,5.724767981438515,3448,123.49205654550077,4858.61209849501,980000,4.16546762589928,139,407.2288178744647,49.112437828909606
60,36000000,3.152803450400493,4869,112.87851773472713,5315.4489626630675,1200000,3.6486486486486487,148,334.98622182987924,59.70394809299614
60,36000000,2.2545243234268635,6023,113.31530861847217,5294.959765941021,1200000,2.445,200,332.3673076482156,60.174390019034036
43,25800000,1.2914659750524886,8097,113.21436871599103,5299.68065718899,860000,1.1901408450704225,284,334.0491632322498,59.87142672797199
50,30000000,4.892564102564102,3900,122.5289295242549,4896.802757762023,1000000,5.747826086956522,115,388.58422767556647,51.46889290807303
61,36600000,2.8133002102044715,5233,112.46102666416725,5335.181598437019,1220000,2.9226190476190474,168,330.77951112408994,60.463237073039636
61,36600000,1.8432706222865411,6910,113.88279462708955,5268.574607469956,1220000,2.066666666666667,210,335.4756588947096,59.61684393405449
44,26400000,1.4057896097182734,7738,112.86335716481065,5316.16296973906,880000,1.3609022556390977,266,330.0630323854957,60.594486621092074
51,30600000,5.265812431842966,3668,123.00500259156455,4877.850391112035,1020000,4.912,125,411.81500663820214,48.5654958600644
62,37200000,3.1740291760838297,4867,112.52041001696192,5332.365922853933,1240000,3.2422360248447206,161,338.330477085037,59.11379953799769
62,37200000,2.2432387589182015,6027,113.90026925617975,5267.7663004510105,1240000,2.6174863387978142,183,335.8127811229495,59.55699462397024
52,31200000,5.65888638920135,3556,123.10108165250506,4874.043281713035,1040000,6.259615384615385,104,406.6900101357453,49.17750498303212
45,27000000,1.3654725609756098,7872,112.61766881559417,5327.760788428946,900000,1.3878326996197718,263,333.89231869104105,59.89955108403228
63,37800000,3.0257417960306543,5089,113.38714053008204,5291.605354849016,1260000,2.625698324022346,179,333.1524846385985,60.032570436014794
53,31800000,5.7718432510885345,3445,121.30502966439524,4946.208757048007,1060000,10.151162790697674,86,377.17216412894226,53.026182476081885
63,37800000,2.2548921224284997,5979,113.5003334031814,5286.328083888977,1260000,2.3692307692307693,195,334.7528892479369,59.74556349590421
46,27600000,1.2587847730600292,8196,113.0611009919085,5306.865002517006,920000,1.207142857142857,280,333.0100164448723,60.05825354298577
64,38400000,3.176242077284809,4891,112.79448898224993,5319.408824081998,1280000,2.925925925925926,162,332.2388980749748,60.19764728297014
54,32400000,5.999409506938293,3387,122.06361369216731,4915.46974443295,1080000,6.428571428571429,105,405.38083466157724,49.33632350107655
64,38400000,2.1485148514851486,6161,111.41995651448556,5385.031719358056,1280000,2.6629834254143647,181,330.42184645583745,60.528685419936664
47,28200000,1.2199689848502921,8383,112.69261677944864,5324.217478898936,940000,1.3831417624521072,261,332.68739753542053,60.116494186921045
55,33000000,5.149446494464945,3794,128.46369221042644,4670.580377039034,1100000,7.17,100,431.57987799888525,46.341363486950286
56,33600000,3.325895368460529,5333,136.20810646208326,4405.024161810987,1120000,0.3193116634799235,523,419.6731435497239,47.65613503602799
57,34200000,4.784022177419355,3968,136.92763839347907,4381.876493596006,1140000,7.25,104,431.64567769814494,46.334299248992465
58,34800000,5.183646467319397,3779,136.88453781557317,4383.256206836086,1160000,4.818897637795276,127,428.64937625030535,46.65818057395518
59,35400000,5.5926445816956765,3562,136.7141548230588,4388.7189353329595,1180000,4.2835820895522385,134,428.23483049532996,46.7033472659532
60,36000000,5.724863151829444,3471,136.83654849071553,4384.793438725988,1200000,4.335766423357664,137,428.2767383588583,46.69877723604441
61,36600000,5.940465664603596,3393,133.80874838943882,4484.011749768048,1220000,6.1441441441441444,111,437.4481416019092,45.719705030089244
62,37200000,5.951419373719637,3417,136.4016289911185,4398.7744460080285,1240000,5.262711864406779,118,430.4443618599981,46.46361242502462
63,37800000,5.869300029044438,3443,136.3380082822097,4400.827088203048,1260000,8.24731182795699,93,434.2246817187898,46.05910451896489
64,38400000,5.731248189979728,3453,136.37165260151014,4399.741357929073,1280000,4.043165467625899,139,426.20435241724556,46.92584645503666
65,39000000,5.675816238081479,3461,136.67756060713563,4389.89397626603,1300000,5.254098360655738,122,433.39368110112827,46.1474194759503
66,39600000,0.9898829039812647,10675,136.14236355859305,4407.151340087992,1320000,0.2821497120921305,521,417.4988242009553,47.90432652900927
67,40200000,1.356199641897941,8936,136.04550484005009,4410.289047811064,1340000,4.940677966101695,118,433.17968494124983,46.17021687596571
68,40800000,2.6967775111415837,5834,136.22576120994987,4404.453274262021,1360000,5.844827586206897,116,438.42179778439885,45.618169764988124
69,41400000,4.9508109545333685,3761,134.86015473065913,4449.053178074071,1380000,5.737288135593221,118,371.6746967738344,53.810496581019834
70,42000000,5.2874102705687465,3622,130.05436166533926,4613.455422156025,1400000,4.441860465116279,129,423.11899468044726,47.26802684692666
71,42600000,0.6885272447575095,12351,135.34498690526226,4433.115800735075,1420000,0.2462962962962963,540,418.7423225726112,47.76206970703788
72,43200000,4.080985915492958,3124,135.7226042806902,4420.78166109405,1440000,0.0,1,436.2385235682387,45.84647828992456
73,43800000,0.2876871638319523,13758,133.72008960995475,4486.984728698037,1460000,0.3954248366013072,306,417.7719469505903,47.873008577967994
74,44400000,1.6403532608695652,7360,134.4968174829778,4461.072099910001,1480000,4.16546762589928,139,423.7125013465384,47.20181711995974
75,45000000,4.498369701529972,3987,131.84543555425995,4550.783252205001,1500000,4.5271317829457365,129,429.0101992608765,46.61893827805761
76,45600000,4.901827676240209,3830,134.61580482328367,4457.128944016993,1520000,5.567796610169491,118,424.47884748471387,47.1165998459328
77,46200000,4.374701099952176,4182,131.93416378423802,4547.722764069098,1540000,3.8461538461538463,143,437.8682506662921,45.67583963798825
78,46800000,5.105461393596987,3717,128.68758543207306,4662.454408367979,1560000,4.176470588235294,136,440.3729785662515,45.41604724503122
79,47400000,5.063619353114141,3741,131.4284330010999,4565.222199636046,1580000,6.121495327102804,107,417.781407380906,47.87192452000454
80,48000000,5.418765568779408,3613,130.950925271289,4581.869114379981,1600000,5.633928571428571,112,421.88235573476845,47.40658083499875
81,48600000,5.51382618510158,3544,132.67350812085286,4522.3798518499825,1620000,5.934579439252336,107,426.84109629341503,46.855844420031644
82,49200000,5.423620737454948,3607,132.92758298045123,4513.735874428996,1640000,4.601503759398496,133,419.11409501099536,47.71970267302822
83,49800000,5.241276710846632,3697,132.78695338901755,4518.516199721955,1660000,7.079207920792079,101,415.46259914392715,48.13911057508085
84,50400000,2.9252320084048327,5711,132.2801645131052,4535.827440255089,1680000,6.471698113207547,106,419.0669253102832,47.7250739489682
85,51000000,3.896640826873385,4644,132.83603638201618,4516.8466053480515,1700000,8.242718446601941,103,419.886673803853,47.63189986196812
